Index,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor,YearOfBuildWasNan
1231,49500,Detelinara,Nova Detelinara,1.0,grejanje na gas,prazno,ima lift (1),Rare_var,32,uknjiženo,novo,useljivo,1970.0,3,0
1232,231750,Grbavica,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",107,uknjiženo,novo,useljivo,2020.0,4,0
1233,115700,Petrovaradin,Rare_var,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",66,nije uknjiženo,u izgradnji,useljivo,2020.0,2,0
1234,133800,Liman,Liman 3,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",62,uknjiženo,uobičajeno stanje,useljivo,1975.0,7,0
1235,283150,Grbavica,Grbavica,3.0,centralno grejanje,namešteno,ima lift (1),Rare_var,119,uknjiženo,novo,useljivo,1975.0,5,0
1236,128750,Grbavica,Grbavica,2.5,centralno grejanje,prazno,ima lift (1),Rare_var,56,uknjiženo,novo,useljivo,1975.0,1,0
1237,175100,Telep,Telep,4.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",85,u procesu uknjižavanja,u izgradnji,useljivo,1975.0,1,0
1238,71740,Telep,Telep,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",36,u procesu uknjižavanja,u izgradnji,useljivo,1975.0,visoko,0
1239,85850,Telep,Telep,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",43,u procesu uknjižavanja,u izgradnji,useljivo,1975.0,1,0
1240,113300,Detelinara,Nova Detelinara,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,u izgradnji,useljivo,1975.0,1,0
1241,137530,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),3.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",67,u procesu uknjižavanja,u izgradnji,useljivo,1975.0,3,0
1242,154500,Sajmište,Rare_var,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",75,uknjiženo,uobičajeno stanje,useljivo,1975.0,1,0
1243,276870,Stari Grad,Centar,5.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",112,uknjiženo,novo,useljivo,1975.0,3,0
1244,59740,Petrovaradin,Petrovaradin,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",32,uknjiženo,u izgradnji,useljivo,1975.0,1,0
1245,153570,Rotkvarija,Socijalno,3.0,centralno grejanje,prazno,ima lift (1),"telefon, interfon",62,nije uknjiženo,novo,useljivo,1975.0,3,0
1246,110760,Adice,Adice,3.0,grejanje na gas,prazno,ima lift (1),"telefon, interfon",68,nije uknjiženo,novo,useljivo,1975.0,1,0
1247,157590,Stari Grad,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",68,uknjiženo,novo,useljivo,2020.0,2,0
1248,130810,Rare_var,Rare_var,2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",66,uknjiženo,novo,useljivo,2020.0,3,0
1249,251320,Stari Grad,Centar,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",56,uknjiženo,renovirano,useljivo,2020.0,1,0
1250,875500,Stari Grad,Rare_var,5.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",224,uknjiženo,novo,useljivo,2020.0,3,0
1251,112990,Salajka,Salajka,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",44,nije uknjiženo,novo,useljivo,2020.0,visoko,0
1252,161200,Rotkvarija,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",62,nije uknjiženo,novo,useljivo,2020.0,3,0
1253,152650,Petrovaradin,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",76,nije uknjiženo,novo,useljivo,2022.0,visoko,0
1254,205000,Petrovaradin,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",87,nije uknjiženo,novo,useljivo,2022.0,2,0
1255,66950,Detelinara,Nova Detelinara,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",25,nije uknjiženo,uobičajeno stanje,useljivo,2010.0,visoko,0
1256,88580,Detelinara,Nova Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",50,nije uknjiženo,uobičajeno stanje,useljivo,2005.0,visoko,0
1257,113300,Detelinara,Nova Detelinara,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",67,uknjiženo,uobičajeno stanje,useljivo,2005.0,5,0
1258,84460,Detelinara,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2005.0,5,0
1259,164800,Novo Naselje,Novo Naselje,3.0,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",76,uknjiženo,uobičajeno stanje,useljivo,2005.0,2,0
1260,127900,Rotkvarija,Rare_var,2.0,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",54,uknjiženo,uobičajeno stanje,useljivo,2005.0,2,0
1261,61000,Adice,Adice,1.5,centralno grejanje,namešteno,ima lift (2),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",32,uknjiženo,uobičajeno stanje,useljivo,2005.0,2,0
1262,169950,Adamovićevo Naselje,Cara Dušana,2.5,centralno grejanje,namešteno,ima lift (2),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",48,uknjiženo,renovirano,useljivo,2005.0,4,0
1263,254400,Grbavica,Grbavica,4.0,centralno grejanje,namešteno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",130,uknjiženo,uobičajeno stanje,useljivo,2005.0,3,0
1264,147320,Adice,Adice,4.0,grejanje na gas,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",89,uknjiženo,novo,useljivo,2005.0,2,0
1265,92700,Bulevar Oslobođenja,Bulevar Oslobođenja,1.0,centralno grejanje,namešteno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",30,uknjiženo,novo,useljivo,2005.0,1,0
1266,58710,Bulevar Oslobođenja,Bulevar Oslobođenja,1.0,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",32,uknjiženo,novo,useljivo,2005.0,5,0
1267,113300,Avijatičarsko Naselje,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",60,uknjiženo,uobičajeno stanje,useljivo,2005.0,5,0
1268,164800,Stari Grad,Kej,2.5,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",60,uknjiženo,renovirano,useljivo,2005.0,1,0
1269,46350,Telep,Telep,0.5,grejanje na gas,namešteno,ima lift (1),Rare_var,23,uknjiženo,renovirano,useljivo,2005.0,prizemlje,0
1270,154500,Stari Grad,Rare_var,3.5,centralno grejanje,prazno,ima lift (1),kablovska,94,u procesu uknjižavanja,potrebno renoviranje,useljivo,2005.0,3,0
1271,113300,Detelinara,Nova Detelinara,3.0,centralno grejanje,prazno,ima lift (1),kablovska,59,uknjiženo,potrebno renoviranje,useljivo,2005.0,3,0
1272,374000,Bulevar Evrope,Bulevar Evrope,5.0,grejanje na gas,prazno,ima lift (1),kablovska,158,uknjiženo,potrebno renoviranje,useljivo,2021.0,2,0
1273,166860,Detelinara,Rare_var,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,potrebno renoviranje,useljivo,2020.0,2,0
1274,140350,Detelinara,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",99,uknjiženo,potrebno renoviranje,useljivo,2010.0,5,0
1275,170000,Liman,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",72,uknjiženo,renovirano,useljivo,2010.0,1,0
1276,247500,Stari Grad,Centar,8.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",127,uknjiženo,uobičajeno stanje,useljivo,2010.0,1,0
1277,87550,Grbavica,Grbavica,1.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,novo,useljivo,2010.0,visoko,0
1278,113300,Detelinara,Nova Detelinara,2.0,centralno grejanje,prazno,ima lift (1),Rare_var,59,uknjiženo,novo,useljivo,2005.0,1,0
1279,110630,Stari Grad,Centar,2.0,centralno grejanje,prazno,ima lift (1),Rare_var,39,uknjiženo,novo,useljivo,2022.0,5,0
1280,56000,Telep,Rare_var,0.5,podno grejanje,prazno,ima lift (1),Rare_var,28,uknjiženo,novo,useljivo,2022.0,prizemlje,0
1281,175000,Telep,Rare_var,4.0,centralno grejanje,prazno,ima lift (1),Rare_var,106,u procesu uknjižavanja,novo,useljivo,2020.0,4,0
1282,200000,Bulevar Evrope,Bulevar Evrope,4.0,etažno grejanje,prazno,ima lift (1),Rare_var,97,u procesu uknjižavanja,novo,useljivo,2020.0,visoko,0
1283,90640,Detelinara,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",53,uknjiženo,novo,useljivo,2020.0,6,0
1284,113300,Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",59,uknjiženo,novo,useljivo,2020.0,1,0
1285,133900,Telep,Bulevar Evrope,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",62,uknjiženo,novo,useljivo,2020.0,Rare_var,0
1286,247200,Sajmište,Sajmište,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",91,uknjiženo,uobičajeno stanje,useljivo,2016.0,2,0
1287,113300,Detelinara,Nova Detelinara,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",59,uknjiženo,uobičajeno stanje,useljivo,2016.0,1,0
1288,138700,Telep,Telep,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",69,uknjiženo,uobičajeno stanje,useljivo,2016.0,1,0
1289,85000,Grbavica,Rare_var,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",53,uknjiženo,potrebno renoviranje,useljivo,2020.0,1,0
1290,1,Petrovaradin,Petrovaradin,2.0,podno grejanje,prazno,ima lift (1),"telefon, kablovska",1,uknjiženo,u izgradnji,useljivo,2020.0,2,0
1291,92700,Bulevar Oslobođenja,Bulevar Oslobođenja,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,uobičajeno stanje,useljivo,2020.0,1,0
1292,192610,Detelinara,Nova Detelinara,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",85,uknjiženo,uobičajeno stanje,useljivo,2009.0,5,0
1293,113300,Novo Naselje,Novo Naselje,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",73,uknjiženo,uobičajeno stanje,useljivo,1985.0,2,0
1294,113300,Detelinara,Nova Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,1985.0,1,0
1295,87550,Grbavica,Grbavica,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,1985.0,visoko,0
1296,220420,Stari Grad,Centar,3.0,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",109,uknjiženo,uobičajeno stanje,useljivo,1985.0,2,0
1297,154500,Detelinara,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,1985.0,2,0
1298,99400,Stari Grad,Centar,1.0,centralno grejanje,prazno,ima lift (1),Rare_var,35,uknjiženo,novo,useljivo,2022.0,1,0
1299,159114,Petrovaradin,Petrovaradin,3.0,podno grejanje,prazno,ima lift (1),Rare_var,69,uknjiženo,u izgradnji,useljivo,2022.0,2,0
1300,113325,Petrovaradin,Petrovaradin,2.0,podno grejanje,prazno,ima lift (1),Rare_var,45,uknjiženo,u izgradnji,useljivo,2022.0,1,0
1301,187358,Petrovaradin,Petrovaradin,4.0,podno grejanje,prazno,ima lift (1),Rare_var,81,uknjiženo,u izgradnji,useljivo,2022.0,3,0
1302,188184,Petrovaradin,Petrovaradin,4.0,podno grejanje,prazno,ima lift (1),Rare_var,78,uknjiženo,u izgradnji,useljivo,2022.0,3,0
1303,111100,Avijatičarsko Naselje,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",67,uknjiženo,renovirano,useljivo,1980.0,6,0
1304,136790,Veternik,Veternička Rampa,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",83,uknjiženo,uobičajeno stanje,useljivo,2022.0,1,0
1305,73550,Veternik,Veternička Rampa,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2022.0,2,0
1306,137870,Sremska Kamenica,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2022.0,1,0
1307,136790,Veternik,Veternička Rampa,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",83,uknjiženo,uobičajeno stanje,useljivo,2022.0,1,0
1308,73550,Veternik,Veternička Rampa,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2022.0,2,0
1309,80540,Veternik,Veternička Rampa,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",46,uknjiženo,uobičajeno stanje,useljivo,2022.0,2,0
1310,182300,Stari Grad,Rare_var,4.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",93,uknjiženo,uobičajeno stanje,useljivo,1970.0,1,0
1311,46350,Telep,Rare_var,0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",23,uknjiženo,uobičajeno stanje,useljivo,2006.0,visoko,0
1312,108150,Detelinara,Nova Detelinara,2.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",43,uknjiženo,uobičajeno stanje,useljivo,2006.0,4,0
1313,90650,Stari Grad,Centar,3.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",58,uknjiženo,uobičajeno stanje,useljivo,2005.0,2,0
1314,123600,Liman,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2005.0,2,0
1315,87550,Grbavica,Grbavica,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2005.0,prizemlje,0
1316,109180,Liman,Bulevar Oslobođenja,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",53,uknjiženo,uobičajeno stanje,useljivo,2005.0,prizemlje,0
1317,87550,Grbavica,Grbavica,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2005.0,prizemlje,0
1318,95275,Rotkvarija,Rare_var,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",49,uknjiženo,uobičajeno stanje,useljivo,2005.0,prizemlje,0
1319,113300,Detelinara,Nova Detelinara,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2005.0,1,0
1320,108150,Klisa,Rare_var,4.0,etažno grejanje,prazno,ima lift (1),"telefon, kablovska",72,uknjiženo,uobičajeno stanje,useljivo,2005.0,1,0
1321,69000,Bulevar Evrope,Bulevar Evrope,4.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",28,uknjiženo,uobičajeno stanje,useljivo,2005.0,3,0
1322,113300,Detelinara,Nova Detelinara,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2005.0,1,0
1323,111250,Stari Grad,Centar,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon",48,uknjiženo,novo,useljivo,2005.0,4,0
1324,113300,Stari Grad,Stari Grad,2.0,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",55,uknjiženo,novo,useljivo,2005.0,3,0
1325,303850,Rotkvarija,Socijalno,4.0,centralno grejanje,prazno,ima lift (1),Rare_var,200,uknjiženo,novo,useljivo,2005.0,4,0
1326,45000,Stari Grad,Centar,1.0,Rare_var,prazno,ima lift (1),Rare_var,26,uknjiženo,renovirano,useljivo,2005.0,4,0
1327,103000,Novo Naselje,Novo Naselje,2.0,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",55,uknjiženo,uobičajeno stanje,useljivo,1980.0,1,0
1328,49500,Adice,Rare_var,0.5,grejanje na struju,namešteno,ima lift (1),"kablovska, internet, interfon, klima",28,uknjiženo,uobičajeno stanje,useljivo,1980.0,visoko,0
1329,111340,Rare_var,Rare_var,3.0,grejanje na struju,prazno,ima lift (1),"kablovska, internet, interfon, klima",94,uknjiženo,novo,useljivo,2021.0,visoko,0
1330,73130,Detelinara,Nova Detelinara,1.0,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon, klima",29,uknjiženo,novo,useljivo,2021.0,visoko,0
1331,190350,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),4.0,etažno grejanje,prazno,ima lift (1),Rare_var,96,uknjiženo,novo,useljivo,2020.0,1,0
1332,231700,Grbavica,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",107,uknjiženo,luksuzno,useljivo,2010.0,4,0
1333,108610,Stari Grad,Centar,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",57,uknjiženo,luksuzno,useljivo,2010.0,1,0
1334,149350,Stari Grad,Centar,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",87,uknjiženo,luksuzno,useljivo,2010.0,5,0
1335,46350,Telep,Telep,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",23,uknjiženo,uobičajeno stanje,useljivo,2000.0,prizemlje,0
1336,100800,Podbara,Podbara,0.5,centralno grejanje,prazno,ima lift (1),klima,27,uknjiženo,uobičajeno stanje,useljivo,2000.0,1,0
1337,154500,Detelinara,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",62,uknjiženo,novo,useljivo,2000.0,4,0
1338,169950,Liman,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),klima,81,uknjiženo,novo,useljivo,2000.0,4,0
1339,99000,Bulevar Oslobođenja,Bulevar Oslobođenja,2.0,centralno grejanje,prazno,ima lift (1),klima,45,uknjiženo,novo,useljivo,2000.0,1,0
1340,122000,Liman,Rare_var,2.5,etažno grejanje,prazno,ima lift (1),klima,52,uknjiženo,novo,useljivo,2000.0,1,0
1341,63860,Klisa,Rare_var,2.0,grejanje na struju,prazno,ima lift (1),klima,48,uknjiženo,novo,useljivo,2000.0,1,0
1342,126180,Detelinara,Nova Detelinara,2.0,centralno grejanje,prazno,ima lift (1),Rare_var,55,uknjiženo,novo,useljivo,2000.0,2,0
1343,72100,Bulevar Oslobođenja,Bulevar Oslobođenja,1.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",32,uknjiženo,renovirano,useljivo,2000.0,prizemlje,0
1344,108150,Detelinara,Nova Detelinara,2.0,grejanje na gas,namešteno,ima lift (1),Rare_var,43,uknjiženo,novo,useljivo,2000.0,4,0
1345,71770,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),0.5,grejanje na gas,prazno,ima lift (1),klima,28,uknjiženo,u izgradnji,useljivo,2000.0,1,0
1346,58710,Bulevar Oslobođenja,Bulevar Oslobođenja,1.0,centralno grejanje,prazno,ima lift (1),klima,32,uknjiženo,uobičajeno stanje,useljivo,2000.0,5,0
1347,46350,Telep,Telep,0.5,etažno grejanje,polunamešteno,ima lift (1),klima,23,uknjiženo,novo,useljivo,2000.0,prizemlje,0
1348,340000,Stari Grad,Centar,3.0,centralno grejanje,polunamešteno,ima lift (1),Rare_var,136,uknjiženo,novo,useljivo,2000.0,4,0
1349,77250,Novo Naselje,Novo Naselje,1.5,centralno grejanje,polunamešteno,ima lift (1),Rare_var,55,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1350,129900,Liman,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),Rare_var,62,uknjiženo,renovirano,useljivo,2000.0,7,0
1351,80700,Bulevar Evrope,Rare_var,1.0,centralno grejanje,namešteno,ima lift (1),Rare_var,26,uknjiženo,renovirano,useljivo,2000.0,7,0
1352,104000,Detelinara,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),Rare_var,56,uknjiženo,renovirano,useljivo,2000.0,7,0
1353,88000,Klisa,Rare_var,3.0,grejanje na gas,namešteno,ima lift (1),Rare_var,105,uknjiženo,renovirano,useljivo,2000.0,7,0
1354,64800,Sajmište,Rare_var,1.0,centralno grejanje,prazno,ima lift (1),Rare_var,36,uknjiženo,renovirano,useljivo,2000.0,prizemlje,0
1355,193640,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),3.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",79,uknjiženo,novo,useljivo,2000.0,prizemlje,0
1356,74160,Novo Naselje,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",48,uknjiženo,uobičajeno stanje,useljivo,2000.0,prizemlje,0
1357,295925,Sremska Kamenica,Sremska Kamenica,5.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",149,uknjiženo,u izgradnji,useljivo,2022.0,1,0
1358,169950,Bulevar Oslobođenja,Bulevar Oslobođenja,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",86,uknjiženo,u izgradnji,useljivo,2022.0,5,0
1359,144200,Liman,Liman 3,2.0,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska",58,uknjiženo,u izgradnji,useljivo,2022.0,2,0
1360,92600,Adice,Adice,3.5,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska",74,uknjiženo,u izgradnji,useljivo,2022.0,1,0
1361,109000,Detelinara,Nova Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2005.0,1,0
1362,187870,Detelinara,Rare_var,5.0,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",114,uknjiženo,novo,useljivo,2005.0,5,0
1363,87550,Sajmište,Rare_var,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",44,nije uknjiženo,novo,useljivo,2005.0,4,0
1364,46350,Telep,Rare_var,0.5,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon, klima",24,nije uknjiženo,novo,useljivo,2005.0,prizemlje,0
1365,152500,Stari Grad,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon, klima",123,uknjiženo,uobičajeno stanje,useljivo,2005.0,3,0
1366,40170,Avijatičarsko Naselje,Avijatičarsko Naselje,0.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",21,uknjiženo,uobičajeno stanje,useljivo,2005.0,7,0
1367,69500,Salajka,Salajka,1.0,centralno grejanje,namešteno,ima lift (1),Rare_var,35,uknjiženo,novo,useljivo,2005.0,2,0
1368,84150,Grbavica,Grbavica,1.5,centralno grejanje,namešteno,ima lift (1),klima,43,uknjiženo,uobičajeno stanje,useljivo,2005.0,2,0
1369,92700,Telep,Rare_var,1.5,grejanje na gas,namešteno,ima lift (1),klima,40,uknjiženo,novo,useljivo,2005.0,2,0
1370,82400,Podbara,Rare_var,1.5,centralno grejanje,polunamešteno,ima lift (1),Rare_var,39,uknjiženo,uobičajeno stanje,useljivo,2005.0,3,0
1371,113300,Detelinara,Nova Detelinara,2.5,centralno grejanje,polunamešteno,ima lift (1),Rare_var,59,uknjiženo,u izgradnji,useljivo,2022.0,1,0
1372,66950,Detelinara,Nova Detelinara,0.5,centralno grejanje,polunamešteno,ima lift (1),Rare_var,25,uknjiženo,uobičajeno stanje,useljivo,2010.0,visoko,0
1373,76220,Novo Naselje,Novo Naselje,1.5,centralno grejanje,polunamešteno,ima lift (1),Rare_var,43,uknjiženo,uobičajeno stanje,useljivo,2022.0,3,0
1374,65700,Adice,Adice,0.5,centralno grejanje,polunamešteno,ima lift (1),Rare_var,30,uknjiženo,u izgradnji,useljivo,2022.0,2,0
1375,58500,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1.0,centralno grejanje,polunamešteno,ima lift (1),Rare_var,49,uknjiženo,uobičajeno stanje,useljivo,2022.0,visoko,0
1376,99990,Novo Naselje,Novo Naselje,3.0,centralno grejanje,prazno,ima lift (1),Rare_var,86,uknjiženo,novo,useljivo,2022.0,5,0
1377,87550,Sajmište,Rare_var,1.5,centralno grejanje,prazno,ima lift (1),Rare_var,44,uknjiženo,uobičajeno stanje,useljivo,2014.0,4,0
1378,186280,Stari Grad,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",72,uknjiženo,uobičajeno stanje,useljivo,2014.0,2,0
1379,85490,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",38,uknjiženo,uobičajeno stanje,useljivo,2014.0,visoko,0
1380,66950,Detelinara,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",25,uknjiženo,u izgradnji,useljivo,2014.0,visoko,0
1381,175100,Rotkvarija,Socijalno,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",94,uknjiženo,u izgradnji,useljivo,2014.0,7,0
1382,875500,Stari Grad,Rare_var,5.0,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",224,uknjiženo,novo,useljivo,2022.0,3,0
1383,143300,Salajka,Rare_var,3.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",87,uknjiženo,novo,useljivo,2015.0,4,0
1384,83120,Banatić,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",43,uknjiženo,novo,useljivo,2015.0,4,0
1385,97850,Novo Naselje,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",74,uknjiženo,novo,useljivo,2015.0,4,0
1386,97800,Detelinara,Nova Detelinara,2.0,centralno grejanje,prazno,ima lift (1),klima,50,uknjiženo,novo,useljivo,2015.0,4,0
1387,102900,Bulevar Oslobođenja,Bulevar Oslobođenja,1.0,centralno grejanje,namešteno,ima lift (1),klima,27,uknjiženo,novo,useljivo,2015.0,5,0
1388,144200,Salajka,Salajka,3.0,grejanje na gas,prazno,ima lift (1),interfon,83,uknjiženo,u izgradnji,useljivo,2022.0,1,0
1389,206000,Salajka,Salajka,3.0,grejanje na gas,prazno,ima lift (1),interfon,76,uknjiženo,u izgradnji,useljivo,2022.0,4,0
1390,175680,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),4.0,centralno grejanje,prazno,ima lift (1),Rare_var,106,u procesu uknjižavanja,novo,useljivo,2022.0,4,0
1391,111500,Stari Grad,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),Rare_var,57,uknjiženo,novo,useljivo,2022.0,1,0
1392,494400,Banatić,Rare_var,5.0,grejanje na gas,namešteno,ima lift (1),klima,150,uknjiženo,novo,useljivo,2022.0,1,0
1393,144200,Stari Grad,Centar,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",59,uknjiženo,novo,useljivo,2022.0,1,0
1394,69000,Bulevar Evrope,Rare_var,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",28,uknjiženo,uobičajeno stanje,useljivo,2015.0,3,0
